x,y,z
29.66,-14.04,983.70
31.98,-12.45,983.83
29.42,-11.72,985.60
31.43,-14.59,984.50
30.94,-11.66,983.95
30.21,-11.41,982.60
32.35,-14.59,984.56
31.25,-12.76,985.60
29.54,-11.17,985.11
29.54,-16.97,984.37
31.80,-12.57,986.69
32.71,-11.90,985.35
28.20,-10.99,984.50
27.89,-15.26,985.17
32.35,-12.88,983.95
32.41,-14.40,981.75
31.31,-12.57,983.89
31.74,-14.83,985.23
31.13,-13.00,986.02
31.86,-12.94,984.92
31.68,-13.31,984.74
31.68,-14.83,984.92
31.43,-13.37,985.78
31.31,-12.33,984.50
30.40,-13.79,985.96
29.72,-15.44,985.11
30.88,-12.08,985.23
30.94,-12.15,985.84
30.40,-11.60,984.99
30.27,-14.77,985.66
30.70,-11.41,984.31
30.94,-13.61,985.29
30.88,-11.72,985.29
30.76,-13.37,983.52
29.97,-15.14,984.86
30.46,-13.00,984.37
30.64,-12.82,985.11
29.36,-14.40,983.52
30.70,-12.63,983.03
29.48,-13.55,983.09
30.27,-12.21,982.42
31.92,-15.26,984.80
30.76,-12.57,984.80
30.58,-12.51,984.44
31.86,-13.73,985.17
29.72,-12.39,987.67
30.70,-13.85,985.41
31.01,-14.77,987.55
30.64,-12.76,987.00
31.56,-13.00,986.08
31.74,-13.12,985.11
30.88,-13.79,982.79
31.01,-13.79,983.46
31.31,-13.49,985.35
30.27,-11.78,986.69
29.91,-11.29,986.33
31.80,-13.37,985.53
32.90,-12.76,980.59
31.92,-13.61,983.52
31.37,-12.94,983.64
32.90,-12.39,983.76
30.70,-13.49,985.35
30.03,-13.00,985.84
31.98,-13.06,985.72
29.60,-12.76,984.19
28.02,-14.65,986.39
30.58,-13.12,985.11
30.52,-12.15,983.76
31.07,-13.61,983.34
29.36,-12.33,985.11
31.31,-13.06,983.09
30.94,-13.37,984.19
31.31,-12.15,985.96
31.56,-11.17,983.58
29.36,-14.77,983.03
32.47,-12.63,983.22
31.80,-13.31,985.11
30.15,-14.89,983.83
30.70,-13.98,985.23
30.46,-11.90,986.76
30.58,-12.45,982.79
30.40,-11.78,985.11
31.01,-12.45,985.35
31.43,-14.53,984.25
30.76,-13.61,985.66
32.23,-12.33,985.35
30.09,-12.70,984.99
30.88,-14.28,985.29
30.88,-12.27,984.68
30.21,-13.92,985.29
28.63,-12.82,983.03
30.33,-12.76,984.92
31.92,-11.84,984.62
30.52,-13.12,985.41
30.52,-14.59,984.80
16.11,-12.63,983.28
30.70,-14.40,984.62
29.91,-11.90,987.55
30.03,-12.57,986.27
30.88,-11.72,981.99
29.54,-12.02,983.34
31.31,-13.61,983.28
31.19,-12.27,983.70
31.62,-13.06,983.89
31.49,-12.45,982.18
30.21,-14.16,984.62
29.36,-11.84,982.79
30.52,-11.35,983.64
30.58,-13.49,985.23
29.97,-13.67,984.44
31.01,-12.39,997.74
32.59,-13.24,984.99
31.80,-13.79,984.19
31.01,-13.67,983.76
30.58,-13.79,983.64
29.05,-13.73,986.82
31.62,-12.08,985.35
32.29,-12.02,985.53
30.88,-13.98,984.25
32.17,-11.60,987.06
29.54,-15.26,985.05
30.46,-13.31,988.46
30.27,-12.94,984.50
30.03,-13.73,983.22
30.21,-13.67,983.89
28.87,-12.33,983.34
31.49,-13.00,984.37
31.07,-12.27,984.19
30.76,-10.80,985.96
32.04,-15.50,985.05
29.91,-11.84,986.21
29.91,-11.60,983.64
31.31,-12.08,984.25
30.52,-14.65,983.15
15.63,-12.94,983.52
29.54,-11.72,985.29
31.37,-12.88,982.79
29.05,-12.02,984.50
33.81,-15.08,984.80
28.99,-11.78,986.57
29.11,-12.15,985.29
32.04,-11.54,983.34
30.40,-12.63,986.76
32.04,-10.68,984.44
31.62,-14.40,984.37
31.37,-14.34,983.28
31.07,-13.00,986.57
30.52,-12.21,985.41
30.58,-14.34,983.09
30.70,-14.16,982.67
29.79,-14.47,983.95
30.33,-11.90,986.76
31.01,-13.49,985.60
31.25,-13.12,987.24
27.95,-13.24,985.72
31.37,-12.57,984.44
33.63,-13.06,985.35
31.92,-13.12,985.35
31.25,-13.37,985.53
30.94,-12.45,985.84
31.37,-14.04,984.31
30.76,-13.67,983.89
28.93,-13.06,984.13
31.68,-11.90,986.33
31.80,-13.61,985.60
30.88,-12.45,985.35
29.85,-13.31,984.92
29.91,-13.85,986.27
31.92,-11.54,985.35
31.56,-12.94,982.18
30.88,-15.93,983.15
29.85,-13.31,985.66
30.70,-10.93,983.76
46.33,-13.98,985.66
31.56,-13.92,986.33
30.70,-11.54,984.74
31.25,-12.15,985.84
30.33,-13.79,983.76
29.24,-11.29,984.99
30.27,-11.41,985.05
36.50,-19.29,980.22
30.64,-15.26,978.39
30.76,-12.94,980.71
32.59,-7.75,987.24
31.13,-13.49,985.47
29.30,-16.48,983.76
34.36,-13.98,988.40
33.39,-10.62,985.78
28.20,-13.43,968.87
31.31,-14.59,985.84
30.03,-12.88,986.63
30.52,-9.46,983.83
30.76,-13.00,982.36
31.68,-15.38,983.95
31.31,-13.67,983.52
30.82,-12.02,983.83
32.53,-11.90,985.53
30.76,-13.98,984.74
31.68,-13.37,984.01
29.91,-12.82,986.69
30.88,-13.24,986.15
29.72,-13.12,982.30
29.60,-12.08,985.11
30.40,-12.27,984.19
32.29,-14.89,985.84
32.10,-13.67,985.96
30.88,-13.92,984.62
31.62,-11.84,984.13
31.49,-12.82,985.05
30.15,-15.01,982.85
29.60,-13.98,983.95
29.60,-12.82,983.28
30.94,-13.55,982.48
31.13,-12.88,985.84
31.98,-11.23,985.53
31.49,-10.62,985.60
31.01,-13.67,984.25
29.36,-12.27,984.19
31.19,-14.83,984.19
31.31,-13.49,985.96
29.60,-13.37,983.22
30.27,-12.21,985.53
31.49,-12.94,987.18
29.24,-12.45,985.11
29.54,-13.55,985.17
29.72,-13.92,982.60
30.88,-9.46,982.91
27.53,-10.99,983.52
29.66,-15.01,982.54
30.15,-12.76,983.40
32.65,-12.82,984.25
30.58,-13.73,984.01
30.58,-11.54,983.58
30.15,-12.39,984.44
30.94,-13.43,983.22
30.27,-13.06,985.17
31.19,-13.67,985.17
30.09,-13.98,986.57
29.72,-14.65,989.75
29.97,-8.61,987.49
33.39,-12.63,986.45
30.88,-16.24,984.99
29.85,-14.22,985.47
29.11,-14.65,984.37
30.40,-12.63,984.99
30.76,-13.85,984.31
29.30,-11.17,985.23
28.75,-14.95,983.22
31.80,-13.98,982.18
30.70,-12.70,985.66
27.95,-15.26,986.82
45.10,-10.68,985.05
29.48,-13.06,983.52
29.11,-14.53,985.29
30.76,-12.82,986.08
31.86,-14.10,985.05
31.62,-13.06,986.82
28.69,-11.23,984.62
31.49,-11.23,985.17
31.07,-11.78,986.94
30.46,-12.39,985.66
31.25,-14.77,984.80
29.36,-13.12,980.96
30.88,-10.25,987.61
30.03,-15.75,984.99
28.75,-14.47,983.58
31.13,-12.94,971.31
30.76,-12.21,980.90
30.88,-12.21,982.67
31.74,-13.12,983.34
33.02,-13.00,986.02
30.94,-12.94,983.64
30.46,-12.63,984.31
30.52,-13.43,981.63
30.33,-12.88,983.95
30.27,-12.63,986.63
31.25,-12.94,985.84
30.03,-14.28,984.01
30.33,-13.85,985.72
30.52,-13.06,985.29
32.90,-13.24,984.74
30.09,-12.51,983.89
33.08,-13.49,986.57
30.52,-12.02,986.21
28.69,-14.47,983.28
29.91,-10.68,984.56
32.17,-13.31,985.17
30.88,-12.33,984.19
31.80,-12.57,983.95
31.86,-14.71,985.11
30.76,-13.18,984.44
32.53,-13.18,982.73
31.68,-12.70,983.76
31.49,-12.51,984.07
33.14,-11.72,984.74
30.27,-13.00,985.78
31.31,-12.70,983.34
30.15,-13.98,983.52
31.68,-12.02,985.11
29.85,-14.16,985.84
30.15,-14.53,984.31
32.04,-15.20,982.54
31.07,-11.66,985.47
31.49,-14.53,984.62
30.33,-14.28,987.24
31.56,-12.33,983.95
29.97,-12.39,986.39
30.46,-12.02,983.34
30.76,-14.59,986.51
30.52,-12.63,984.01
29.36,-12.27,984.50
29.36,-12.15,983.34
30.82,-13.67,982.91
32.47,-13.67,985.05
30.58,-14.22,985.29
30.70,-14.10,987.98
31.13,-13.49,985.17
30.70,-16.24,986.33
29.72,-12.33,983.83
31.19,-13.98,981.87
33.75,-13.00,986.21
31.07,-13.18,984.01
29.24,-15.20,985.66
31.86,-14.16,984.25
29.79,-14.89,985.84
31.86,-11.35,983.34
27.10,-12.82,982.36
31.13,-13.06,984.44
28.63,-14.83,985.29
15.87,-12.02,985.78
29.79,-12.82,985.05
31.86,-15.14,985.05
30.94,-13.37,985.29
30.33,-13.37,984.01
30.40,-13.79,985.35
31.68,-13.55,984.56
31.43,-13.98,987.67
31.68,-13.37,984.74
31.92,-13.85,985.11
30.40,-13.31,986.51
31.37,-11.29,985.05
30.70,-14.47,986.08
30.46,-12.57,986.82
29.66,-15.20,985.41
31.43,-13.49,985.11
30.82,-12.70,984.25
31.74,-10.80,983.70
32.10,-13.18,985.41
30.58,-12.76,981.51
29.91,-13.43,985.90
32.10,-13.00,985.11
30.40,-13.12,985.60
29.91,-13.61,984.19
30.46,-11.60,985.29
30.94,-13.24,984.50
32.47,-15.50,985.23
30.33,-14.83,984.99
32.35,-11.78,981.93
30.76,-11.96,983.15
32.41,-13.98,984.37
30.21,-12.45,984.74
30.88,-13.92,986.33
30.33,-12.88,985.41
30.70,-14.47,983.70
31.19,-14.83,986.21
31.86,-9.83,983.40
31.01,-10.93,985.96
30.76,-14.53,982.79
30.52,-13.85,985.29
30.52,-13.61,983.15
30.33,-13.79,985.66
31.37,-12.51,984.44
31.49,-12.57,983.70
30.94,-13.31,984.13
29.17,-12.82,985.90
30.52,-13.43,983.83
32.84,-16.36,983.34
31.98,-14.34,985.29
32.17,-11.90,984.99
32.96,-12.57,983.95
33.51,-14.34,984.31
30.46,-11.78,983.89
30.70,-13.00,983.95
31.43,-13.06,985.47
29.42,-12.51,983.34
29.66,-12.88,984.50
30.46,-14.10,982.85
32.71,-13.85,986.33
31.19,-14.22,984.86
31.86,-13.06,985.90
30.88,-12.51,985.66
31.13,-13.24,985.17
30.58,-12.76,985.41
31.68,-13.55,986.76
31.43,-12.76,982.54
32.65,-13.18,987.61
29.91,-15.56,985.47
29.48,-13.92,987.98
30.70,-12.45,984.56
31.01,-10.80,985.84
31.80,-13.55,985.23
29.79,-14.22,983.95
32.23,-14.71,984.50
33.33,-12.15,983.28
30.40,-13.31,984.92
31.19,-11.84,984.80
31.86,-13.85,985.66
30.21,-14.71,983.64
30.82,-14.65,984.01
31.25,-12.63,983.83
30.09,-12.63,984.07
30.58,-15.26,984.74
30.64,-16.36,984.62
30.46,-13.67,981.32
32.29,-12.08,983.64
33.57,-14.65,984.56
30.52,-13.85,985.05
31.31,-13.49,984.62
31.43,-10.86,985.90
33.14,-12.33,984.74
30.46,-15.26,983.70
31.07,-12.51,986.15
29.79,-12.70,986.02
30.70,-12.82,983.70
31.31,-12.51,985.05
33.20,-12.63,984.37
32.04,-13.79,984.74
32.17,-15.32,984.62
29.91,-11.96,982.67
31.19,-13.12,986.94
32.23,-12.82,984.50
30.09,-15.26,985.90
31.80,-14.53,984.01
32.35,-12.82,986.82
30.03,-13.49,984.80
30.64,-12.94,985.29
30.64,-14.04,983.03
30.88,-12.45,985.53
31.80,-13.67,984.19
30.94,-13.37,983.03
30.76,-15.20,986.39
29.97,-15.38,986.33
30.94,-13.67,985.17
31.43,-12.27,985.17
33.87,-12.51,985.11
26.49,-15.26,981.63
18.25,-12.08,988.16
33.14,-15.81,981.81
29.54,-10.31,985.41
28.63,-10.56,983.83
31.25,-12.27,986.02
34.06,-14.16,983.15
31.62,-14.47,983.58
28.14,-11.23,985.11
31.31,-14.83,983.89
29.60,-12.82,984.50
28.69,-14.04,983.22
31.31,-12.45,982.48
32.23,-13.24,984.25
30.40,-12.63,986.39
30.27,-13.24,984.31
31.92,-12.39,969.85
35.95,-10.44,994.57
29.97,-16.42,982.06
31.80,-14.77,981.75
30.76,-11.41,985.53
31.62,-12.70,983.76
30.27,-13.85,983.89
31.49,-12.02,985.60
30.76,-11.96,985.35
30.76,-11.60,986.69
30.15,-14.28,985.60
31.80,-13.24,985.78
29.54,-14.28,985.60
30.94,-11.84,985.60
29.42,-14.89,985.41
30.46,-11.54,983.58
31.56,-13.24,983.70
31.13,-14.22,984.56
29.11,-14.10,986.33
31.01,-13.31,983.09
31.49,-11.66,984.44
29.54,-14.77,984.99
30.58,-12.76,983.40
32.29,-13.06,983.46
30.15,-14.04,987.49
30.76,-14.53,984.37
28.99,-14.59,986.15
32.10,-14.22,983.83
31.31,-11.72,985.11
31.25,-12.45,984.19
32.71,-11.90,987.00
32.23,-14.89,985.05
30.46,-12.70,983.28
30.82,-13.12,984.37
29.48,-12.63,984.25
31.62,-14.28,984.68
32.90,-12.76,984.37
30.64,-13.12,984.74
31.43,-12.88,985.29
31.01,-11.84,980.96
31.74,-14.47,984.07
30.88,-12.94,982.79
30.76,-12.27,985.47
31.62,-12.39,983.34
31.98,-13.67,986.94
30.33,-13.79,983.95
30.64,-13.67,984.07
31.37,-13.49,986.21
28.44,-14.89,984.31
30.70,-14.65,985.23
31.98,-11.66,983.40
32.90,-10.13,988.77
32.17,-13.37,984.25
30.88,-16.42,981.63
32.41,-14.22,984.44
29.11,-12.82,984.25
32.23,-13.37,984.31
30.82,-14.47,986.02
32.10,-13.79,982.36
29.36,-12.02,983.70
30.15,-11.41,984.86
31.80,-13.24,982.97
31.25,-11.72,985.66
31.13,-12.33,985.29
32.59,-13.18,985.05
31.49,-12.94,984.92
32.04,-12.82,985.78
31.25,-12.21,984.56
31.37,-13.98,984.92
30.82,-13.49,986.39
32.23,-12.45,983.28
30.21,-13.79,982.97
31.01,-12.51,984.50
30.15,-14.83,982.12
31.31,-12.82,984.19
31.98,-12.15,985.11
32.53,-13.06,984.19
30.88,-12.82,984.31
30.27,-11.96,984.92
30.40,-11.41,984.13
29.72,-13.92,983.46
31.49,-12.70,986.57
31.74,-14.59,985.05
30.88,-11.23,983.28
30.70,-13.85,984.25
31.37,-13.24,985.35
29.85,-13.24,983.34
30.64,-11.90,986.51
32.35,-12.45,985.78
30.76,-13.43,985.60
32.10,-12.27,986.88
31.74,-13.98,984.62
31.01,-12.02,986.02
31.19,-14.65,983.76
30.21,-12.76,986.08
29.54,-11.23,983.52
30.88,-12.82,984.31
30.46,-14.34,986.51
30.09,-12.45,981.81
30.46,-13.55,984.01
31.86,-13.43,981.81
31.25,-12.76,983.09
30.70,-13.24,984.44
29.85,-13.55,983.28
31.56,-15.44,981.69
32.47,-12.02,984.56
32.17,-11.84,983.95
30.82,-11.90,985.66
29.17,-13.73,984.37
31.56,-13.85,985.29
31.74,-14.34,984.37
29.36,-13.43,984.80
31.49,-12.45,986.21
31.37,-12.57,985.41
30.33,-12.94,983.52
30.03,-12.27,985.53
32.71,-13.31,983.64
30.46,-14.40,983.83
29.85,-10.62,984.80
31.25,-12.33,983.03
31.19,-13.18,986.27
30.03,-11.96,985.23
31.19,-12.15,987.85
31.43,-12.88,985.53
30.64,-12.76,986.15
30.76,-11.54,982.85
29.48,-14.34,986.27
31.62,-14.04,985.53
31.56,-12.94,980.77
30.33,-13.24,983.89
30.94,-13.18,984.56
31.62,-13.79,985.96
31.31,-11.35,983.64
30.58,-12.33,983.64
31.43,-10.68,986.51
31.56,-13.73,989.81
30.94,-12.70,984.50
31.07,-11.66,985.35
32.23,-11.47,985.47
31.13,-14.53,984.50
29.05,-13.55,985.41
29.30,-12.51,984.37
29.11,-14.47,986.08
31.37,-13.00,985.78
31.13,-13.43,985.96
32.23,-13.12,984.19
29.97,-13.73,984.31
31.56,-13.31,984.62
31.43,-13.55,984.62
31.62,-10.38,985.90
32.17,-12.45,983.58
31.19,-13.92,985.72
30.15,-12.45,985.05
31.62,-12.76,985.66
29.17,-14.40,983.58
30.76,-13.85,983.64
32.17,-15.01,982.85
29.24,-12.82,984.19
31.01,-12.76,984.56
31.80,-12.51,985.35
31.68,-12.82,984.31
31.43,-13.12,986.27
30.03,-12.02,984.50
30.88,-14.28,983.58
31.13,-14.53,984.74
33.20,-12.82,984.37
28.87,-13.00,982.97
30.40,-13.98,986.45
30.76,-11.96,983.03
31.43,-12.39,986.27
30.15,-13.67,985.35
31.37,-13.85,984.86
31.19,-13.12,983.95
31.01,-12.33,985.11
30.03,-13.12,984.07
30.88,-12.82,983.83
29.54,-13.73,984.92
32.23,-12.21,983.52
30.88,-13.67,984.13
32.90,-13.31,983.58
30.70,-13.24,983.15
30.27,-12.70,984.01
29.97,-12.63,986.21
31.37,-13.55,985.84
30.64,-13.85,984.74
29.54,-12.82,986.08
30.46,-15.20,985.84
29.66,-13.18,985.17
31.43,-12.45,982.85
30.52,-14.22,982.60
31.43,-13.92,984.44
30.70,-13.24,982.91
30.58,-14.47,985.66
33.02,-13.00,985.66
31.56,-13.12,983.64
30.70,-12.45,985.29
32.59,-14.16,983.89
32.10,-12.51,985.41
30.82,-13.43,983.40
30.27,-11.17,981.26
29.79,-11.84,985.23
31.49,-14.89,981.87
32.53,-13.73,983.03
30.27,-13.18,983.83
30.09,-13.43,984.19
30.21,-13.55,984.86
30.64,-13.31,984.86
29.66,-12.45,984.25
30.33,-12.70,983.34
32.78,-11.54,984.62
30.70,-11.90,986.08
32.41,-12.45,983.95
30.03,-12.08,984.44
30.58,-14.95,984.56
29.91,-12.76,983.70
30.40,-12.45,986.82
31.80,-12.21,982.30
31.68,-13.37,985.66
30.64,-14.71,985.35
31.31,-14.71,986.76
31.37,-14.40,983.09
30.33,-12.02,984.19
30.70,-13.43,984.13
30.76,-14.47,984.56
29.91,-12.27,983.76
30.76,-12.45,985.53
31.37,-13.24,984.07
31.98,-12.15,984.07
32.41,-14.28,985.23
30.33,-13.67,987.85
29.72,-14.83,984.92
32.10,-12.21,985.23
28.63,-13.98,983.95
30.64,-11.78,983.22
30.40,-13.24,986.63
31.49,-14.71,985.66
31.01,-13.55,985.60
29.17,-12.33,983.34
29.97,-11.96,981.87
30.70,-13.43,983.58
30.58,-13.31,984.13
31.92,-12.21,985.96
46.63,-12.76,985.35
31.07,-11.96,983.76
30.88,-15.01,986.45
31.25,-13.18,984.74
30.70,-12.70,982.36
30.94,-15.26,982.60
32.04,-13.73,985.35
32.04,-13.31,984.74
31.07,-11.66,985.05
29.42,-14.59,983.15
32.04,-12.21,983.89
31.98,-11.05,983.95
30.70,-13.43,984.31
31.37,-14.59,984.44
31.62,-13.43,985.60
31.98,-13.67,985.35
30.27,-12.15,982.30
29.11,-14.40,985.90
30.82,-15.20,983.83
31.49,-15.08,986.21
31.43,-13.43,983.58
28.93,-12.88,985.84
31.19,-12.27,987.18
31.68,-13.31,984.86
31.56,-12.57,985.60
31.92,-13.49,986.76
31.31,-13.49,983.09
30.21,-12.21,984.86
31.31,-12.21,982.79
31.74,-13.37,983.76
31.13,-13.79,985.23
31.43,-11.60,986.57
29.54,-11.60,984.07
29.66,-12.51,984.01
29.66,-13.67,984.74
30.52,-12.39,983.52
31.62,-13.43,984.25
31.01,-16.36,982.06
30.40,-12.88,983.58
30.70,-13.92,985.72
31.37,-14.10,985.47
32.35,-15.08,983.28
32.10,-14.22,984.13
29.42,-13.00,985.17
30.94,-13.49,984.13
31.13,-13.12,984.37
31.98,-13.98,985.17
33.20,-13.79,984.74
30.33,-14.22,984.86
30.82,-14.53,983.52
30.09,-13.55,983.83
32.71,-11.60,983.95
32.65,-12.82,985.05
30.03,-11.41,987.06
31.01,-11.17,984.13
30.70,-13.06,983.28
30.58,-12.45,984.92
32.47,-14.65,988.53
31.86,-13.24,984.37
31.86,-14.40,985.05
31.25,-12.94,985.53
29.66,-12.45,983.64
31.80,-13.24,983.64
31.25,-12.27,983.70
30.64,-13.67,984.99
29.97,-13.55,984.19
30.58,-11.90,985.47
32.47,-12.94,985.53
30.70,-14.53,983.40
31.56,-11.29,982.48
30.03,-12.02,985.17
31.80,-13.43,984.74
31.01,-12.51,983.95
30.15,-13.79,982.73
30.03,-14.34,984.44
29.91,-12.02,983.03
31.07,-12.57,986.39
31.31,-13.00,985.23
30.46,-13.85,983.58
30.64,-11.96,984.19
28.63,-13.98,984.92
31.13,-12.94,985.47
31.37,-13.06,984.80
29.91,-12.33,983.40
31.07,-12.70,983.34
31.01,-13.00,986.39
31.92,-14.71,984.44
30.46,-13.85,983.95
30.82,-13.43,984.92
30.15,-14.16,984.37
32.53,-12.94,986.02
32.59,-13.73,983.22
30.88,-13.73,985.41
31.25,-12.94,984.86
31.68,-13.18,983.64
29.66,-13.18,984.99
30.46,-14.10,985.90
32.17,-12.45,985.35
31.68,-13.73,983.09
30.58,-13.85,983.95
30.58,-15.26,986.27
32.10,-12.15,985.47
31.49,-13.79,982.97
31.49,-14.04,983.03
31.68,-12.70,984.19
30.76,-13.85,984.74
30.40,-13.49,986.15
30.09,-14.71,984.92
31.49,-13.61,983.58
29.85,-13.55,982.54
30.94,-13.18,985.35
31.19,-13.49,985.60
31.92,-13.61,986.82
29.36,-12.27,984.92
29.17,-12.94,985.72
30.58,-13.24,986.02
31.01,-12.15,984.86
29.54,-13.12,985.35
29.79,-13.49,984.31
31.19,-12.88,986.39
31.62,-13.92,982.36
30.88,-14.95,982.73
30.33,-11.84,983.76
30.76,-13.12,985.90
31.98,-15.63,985.90
31.98,-12.33,985.23
29.36,-12.15,983.22
29.54,-14.10,985.35
29.60,-13.00,985.66
32.10,-13.31,986.15
30.03,-12.02,984.74
29.79,-13.18,985.96
31.13,-14.83,984.80
32.35,-13.98,983.76
30.52,-12.94,985.53
31.07,-13.24,985.78
33.51,-14.04,982.73
31.62,-14.89,983.34
28.99,-12.94,984.50
31.43,-12.45,986.69
32.41,-14.71,969.73
29.66,-13.00,985.47
29.17,-12.76,981.93
32.78,-14.53,984.44
30.88,-15.32,985.60
32.59,-11.96,985.96
30.82,-12.51,983.52
31.37,-13.98,985.11
29.11,-13.18,983.76
31.31,-11.60,984.80
30.70,-14.16,984.37
31.25,-12.39,983.76
31.25,-12.39,985.11
28.56,-13.43,983.58
30.52,-12.70,985.53
31.25,-14.47,983.46
31.74,-13.00,985.35
29.66,-14.83,983.95
31.01,-12.88,985.41
30.76,-13.85,984.92
30.03,-14.65,984.07
30.70,-13.24,983.76
31.25,-12.08,984.19
29.42,-12.15,984.13
31.62,-12.82,985.17
32.10,-13.37,983.76
29.72,-13.31,985.05
31.31,-12.39,982.91
29.72,-12.76,985.90
30.09,-11.96,985.23
31.92,-13.98,985.96
31.01,-13.18,986.21
30.64,-12.82,984.44
31.01,-12.88,983.64
28.32,-13.00,986.63
31.13,-13.06,984.13
30.21,-12.70,984.99
31.01,-13.24,983.64
31.49,-13.37,985.47
31.19,-12.82,983.34
30.58,-12.39,986.69
30.94,-13.61,986.27
29.30,-13.12,985.35
31.01,-13.85,985.90
31.25,-12.33,984.31
30.94,-12.57,984.50
32.10,-13.85,983.34
29.48,-13.43,986.33
31.31,-11.41,986.08
30.33,-14.22,986.21
30.46,-13.49,982.12
31.68,-14.71,983.28
29.60,-14.47,983.15
31.01,-13.24,984.92
30.58,-13.49,984.92
29.54,-14.77,985.29
32.78,-12.27,987.18
31.86,-13.00,982.54
30.94,-13.43,985.47
29.91,-13.24,984.44
29.42,-12.57,984.19
31.49,-10.93,987.06
31.80,-14.04,985.66
30.64,-11.60,984.56
31.98,-12.88,984.50
31.98,-13.37,983.58
29.79,-13.00,983.95
31.80,-13.37,984.74
31.01,-13.55,986.08
31.31,-12.21,984.37
28.26,-11.96,985.66
30.09,-11.66,984.07
32.23,-13.24,986.27
31.01,-13.12,984.68
31.86,-13.31,983.46
30.76,-12.21,984.68
31.37,-13.31,985.23
30.52,-14.40,985.66
30.58,-13.12,982.36
31.62,-14.34,985.11
29.97,-11.96,986.08
28.75,-15.44,986.94
31.68,-13.92,985.84
31.31,-12.88,983.09
29.05,-12.82,983.58
30.52,-13.18,984.13
31.74,-14.40,985.60
31.25,-12.45,983.15
30.76,-13.73,983.70
30.88,-14.22,985.05
30.09,-13.37,984.62
30.94,-12.88,984.37
30.15,-11.54,984.37
30.46,-12.70,983.83
31.62,-12.63,985.72
30.76,-12.76,982.18
30.03,-13.06,985.17
30.58,-11.11,986.33
30.21,-13.67,984.92
31.25,-13.06,983.83
30.88,-13.67,985.66
31.49,-13.79,981.93
31.92,-14.53,984.74
30.27,-13.12,984.25
29.05,-14.40,986.39
29.79,-12.27,986.39
32.17,-12.94,985.84
31.56,-14.16,983.28
29.79,-12.02,982.24
30.88,-14.53,984.19
30.88,-12.02,985.23
31.86,-11.29,983.22
30.33,-15.20,983.70
31.80,-11.41,986.88
30.27,-12.33,987.24
30.15,-12.15,984.25
30.03,-11.78,985.05
29.60,-11.78,985.23
30.27,-13.49,984.19
32.78,-13.85,984.44
29.60,-14.22,983.76
31.31,-14.89,982.42
31.25,-11.72,983.22
32.17,-12.82,985.11
32.35,-13.49,986.15
31.92,-15.26,984.01
31.07,-13.61,983.64
30.15,-11.23,985.84
30.94,-13.73,984.74
28.87,-12.15,985.72
30.52,-13.31,984.19
30.88,-13.18,983.95
34.61,-14.65,986.51
29.48,-13.24,983.89
31.25,-13.12,982.42
31.74,-12.70,984.68
31.31,-14.53,985.53
30.21,-12.82,987.00
30.21,-14.10,983.09
31.31,-15.26,983.52
29.60,-12.39,983.76
29.30,-12.94,982.97
30.09,-14.83,984.56
29.60,-14.10,986.15
30.64,-11.54,985.66
31.98,-12.94,985.96
30.09,-13.31,986.21
31.31,-12.02,984.80
31.37,-12.63,985.53
16.05,-13.98,984.56
31.31,-12.88,984.37
30.15,-12.63,985.11
29.79,-11.84,984.19
30.40,-12.27,983.70
30.70,-13.73,984.92
30.40,-12.51,985.47
31.68,-13.67,984.01
29.54,-12.21,984.07
30.09,-13.18,984.92
29.54,-12.51,984.19
30.82,-14.16,984.19
31.25,-13.55,984.13
31.43,-12.39,985.11
30.33,-12.76,983.34
29.97,-13.73,984.44
30.27,-13.00,985.72
30.27,-12.39,985.41
31.01,-12.76,985.60
30.03,-11.96,984.01
30.76,-12.15,985.05
29.24,-14.22,984.62
30.82,-14.04,985.35
30.64,-12.08,970.95
30.82,-12.82,985.17
30.27,-14.40,983.22
31.13,-14.16,985.47
30.27,-13.37,984.31
31.25,-13.61,982.48
30.94,-14.28,985.47
31.62,-15.56,983.89
30.64,-14.28,984.68
31.07,-13.61,983.95
29.24,-14.04,982.73
30.33,-12.45,984.92
30.58,-11.60,985.47
28.99,-13.18,985.66
31.62,-12.45,984.07
30.15,-12.08,983.89
30.03,-13.00,985.53
30.70,-12.94,985.23
30.09,-11.78,983.76
31.74,-15.87,985.84
30.15,-14.16,984.07
29.85,-11.17,985.78
31.31,-12.88,983.15
31.92,-14.89,984.31
32.04,-12.27,986.27
31.62,-10.13,982.48
30.70,-12.33,983.34
31.43,-13.55,984.50
31.01,-13.00,984.99
30.64,-14.22,984.31
29.11,-13.67,984.19
31.92,-14.34,984.92
31.19,-13.79,985.84
29.60,-13.06,984.62
31.86,-12.94,981.20
30.58,-14.40,985.53
32.84,-13.18,982.67
30.58,-10.07,984.92
29.85,-15.14,986.94
30.70,-14.53,984.44
31.92,-11.90,984.74
31.37,-13.12,984.74
28.69,-12.88,984.25
31.01,-12.21,983.76
29.85,-14.53,982.97
31.62,-11.60,984.01
30.88,-12.21,984.50
30.09,-14.40,985.53
30.76,-12.82,981.14
30.82,-12.08,985.17
30.33,-13.31,984.37
29.79,-13.79,984.19
31.62,-12.88,984.74
31.01,-13.31,983.15
30.21,-13.49,984.92
30.03,-13.85,969.79
30.94,-16.36,983.09
31.13,-13.55,983.83
31.92,-11.66,981.93
31.01,-13.43,985.23
29.79,-14.47,982.85
