x,y,z
29.48,-12.51,984.19
30.76,-11.29,984.86
31.25,-12.70,983.76
30.33,-12.45,983.95
30.88,-12.57,984.37
31.07,-14.10,985.41
32.53,-14.22,986.45
29.66,-12.94,984.92
29.11,-12.82,985.05
30.27,-12.94,984.31
30.64,-13.61,985.35
29.91,-14.47,985.78
30.46,-13.31,985.90
31.56,-12.63,981.57
30.09,-13.85,983.89
29.54,-14.65,984.25
31.13,-13.24,986.02
31.43,-14.22,984.56
28.81,-13.31,986.69
31.49,-11.90,987.06
29.72,-13.85,984.19
29.48,-14.04,984.62
31.01,-13.79,983.28
30.15,-12.51,984.62
30.33,-14.83,984.86
30.52,-12.82,983.52
30.64,-13.61,983.70
31.80,-14.28,984.50
30.58,-14.65,985.41
29.24,-14.40,983.89
30.33,-12.82,983.46
30.70,-15.01,984.62
31.25,-12.15,982.42
31.31,-14.47,981.32
29.17,-14.83,984.50
30.64,-13.37,983.58
31.25,-13.98,983.15
28.44,-12.15,986.51
30.40,-10.62,984.44
31.31,-13.06,985.53
29.11,-13.12,984.86
31.49,-11.90,985.05
32.29,-15.56,985.72
31.07,-14.77,984.37
29.97,-12.51,984.13
30.94,-12.27,986.39
30.46,-15.14,985.35
29.79,-13.18,982.73
30.27,-14.65,984.31
31.13,-14.40,984.50
30.15,-12.21,984.92
30.40,-11.84,985.96
31.92,-14.53,982.67
30.40,-12.76,985.53
30.64,-12.57,986.15
32.17,-15.50,984.37
30.94,-13.12,986.51
30.58,-13.79,982.36
30.09,-13.12,985.05
30.58,-11.60,985.66
31.13,-11.35,984.80
28.14,-13.24,985.35
31.13,-14.89,984.92
45.41,-12.21,986.02
29.97,-13.98,986.15
31.92,-14.59,984.50
31.74,-13.00,984.19
29.79,-13.73,986.21
29.91,-13.18,985.11
31.37,-13.67,984.37
29.30,-12.70,987.18
30.21,-12.76,987.00
31.19,-13.49,983.28
29.54,-12.94,983.15
30.46,-15.01,982.42
31.19,-13.79,984.56
31.62,-13.00,983.70
28.81,-14.71,986.69
30.88,-12.15,971.86
29.66,-12.51,984.07
30.76,-14.77,985.60
31.19,-12.39,984.92
30.21,-13.49,983.76
30.94,-13.18,984.62
31.74,-13.37,985.29
31.43,-13.37,983.28
31.13,-13.00,983.15
31.31,-11.78,985.78
29.36,-13.43,982.97
31.86,-13.98,984.31
30.94,-14.71,982.54
31.25,-11.78,984.74
30.58,-13.12,984.86
31.25,-12.70,987.92
31.43,-12.94,984.31
31.31,-14.16,986.27
30.64,-12.57,985.53
32.23,-13.31,986.02
31.25,-13.73,983.58
29.91,-12.76,985.96
29.24,-14.40,986.82
31.13,-14.10,982.97
29.72,-13.06,984.44
30.09,-12.76,985.72
32.04,-12.57,984.25
29.85,-13.79,985.05
29.85,-13.55,984.01
29.24,-12.76,986.15
30.46,-13.79,983.89
30.64,-15.87,983.58
31.25,-12.76,985.29
31.19,-14.71,981.87
30.03,-12.57,985.05
28.99,-12.76,985.78
30.58,-14.10,983.58
29.05,-13.67,984.31
31.31,-12.88,986.39
31.98,-14.22,986.88
30.27,-13.49,984.37
29.42,-12.39,983.52
30.09,-13.31,983.58
30.33,-14.53,983.22
31.43,-13.55,984.25
31.62,-12.94,985.41
30.88,-14.83,983.83
30.64,-13.31,983.64
31.74,-15.01,984.31
29.36,-13.55,984.50
30.70,-15.20,983.22
31.37,-14.40,985.41
30.40,-14.71,984.01
30.76,-13.73,985.41
31.86,-11.60,985.84
30.15,-12.88,986.63
29.60,-15.08,983.22
32.23,-11.96,984.56
29.42,-13.98,982.85
27.71,-13.18,983.34
29.79,-13.92,985.66
28.08,-12.45,984.56
31.68,-14.53,985.66
29.79,-12.70,986.15
30.40,-13.67,986.88
29.60,-13.12,985.17
30.76,-14.10,985.41
29.79,-13.85,984.99
29.24,-15.01,983.15
33.14,-11.17,985.35
31.19,-13.79,983.34
29.85,-14.16,985.29
29.54,-14.71,983.83
32.17,-13.79,984.19
30.46,-13.55,985.53
31.56,-12.51,982.97
31.37,-10.68,985.17
31.19,-12.70,984.62
30.40,-12.82,986.39
31.13,-13.24,985.23
29.85,-13.12,985.47
31.07,-13.31,985.41
30.64,-14.83,984.56
31.43,-14.89,986.21
31.31,-13.85,986.15
31.07,-13.43,984.86
31.13,-13.00,985.05
31.25,-13.06,985.17
30.58,-11.35,986.82
28.99,-12.76,984.07
31.13,-14.34,983.15
32.29,-13.00,984.80
30.09,-13.61,983.58
32.10,-12.82,984.62
29.79,-12.63,985.41
30.09,-13.98,983.95
30.76,-14.22,986.88
29.85,-15.44,982.79
32.23,-12.15,984.74
30.70,-13.67,984.19
32.17,-12.76,985.17
31.31,-12.82,985.41
32.47,-12.94,983.95
30.40,-13.49,985.66
31.01,-13.85,986.02
30.21,-13.67,984.80
31.62,-13.06,985.23
32.23,-13.31,983.64
31.74,-11.78,985.17
30.70,-13.43,984.50
32.59,-13.92,984.19
29.11,-13.73,984.80
29.91,-12.33,985.11
30.70,-12.51,986.39
30.82,-13.12,983.09
31.62,-15.08,986.15
30.03,-15.75,984.25
31.37,-13.55,984.07
29.36,-15.01,983.34
31.37,-13.92,984.68
31.86,-12.82,983.70
31.01,-14.40,987.73
31.01,-12.63,985.05
32.90,-13.49,984.68
29.91,-14.40,984.56
32.10,-13.79,984.86
31.98,-13.43,985.17
31.62,-12.39,984.99
30.52,-12.57,983.52
29.60,-13.00,985.47
30.33,-12.88,983.83
30.09,-13.12,985.11
28.75,-11.47,982.24
31.92,-14.04,983.15
29.17,-13.79,984.86
31.19,-12.76,986.45
30.03,-15.20,985.60
30.64,-13.85,986.33
29.54,-12.57,982.54
29.11,-14.22,983.22
29.91,-14.59,982.60
30.33,-12.94,984.92
31.68,-14.59,985.66
28.93,-14.04,985.17
32.78,-13.06,985.17
30.21,-12.82,984.68
31.01,-14.95,985.11
28.99,-14.16,986.33
30.94,-13.43,985.05
30.40,-14.40,985.41
31.62,-13.98,985.11
32.23,-13.85,983.09
29.79,-13.98,984.25
29.85,-13.06,983.70
30.46,-13.43,985.84
30.82,-15.01,985.60
29.79,-14.28,984.50
31.19,-12.70,984.80
30.94,-13.24,986.51
29.30,-13.31,984.99
30.52,-11.11,986.21
30.33,-13.06,984.13
30.52,-13.92,983.46
30.21,-13.12,985.60
31.25,-12.39,984.80
29.91,-11.66,984.62
30.40,-13.85,984.86
30.76,-12.63,983.52
29.42,-14.28,986.63
30.21,-14.10,985.23
31.31,-12.94,985.17
31.31,-12.51,983.83
30.15,-13.92,985.78
31.13,-13.49,982.48
30.94,-14.16,987.49
30.03,-14.04,984.44
31.13,-13.73,984.99
30.40,-13.79,986.63
29.72,-13.00,985.90
31.49,-12.27,984.80
29.11,-15.08,987.37
29.66,-12.27,984.68
29.54,-12.88,985.96
31.80,-14.47,986.45
30.09,-15.56,983.52
30.58,-15.08,984.19
30.27,-13.12,984.13
31.43,-14.77,984.50
32.04,-12.82,984.92
31.74,-14.34,985.17
31.92,-14.28,986.21
30.40,-13.98,983.64
30.09,-12.39,984.74
28.50,-12.45,985.11
31.80,-15.87,982.42
31.37,-13.37,984.56
29.72,-13.98,984.68
31.68,-13.55,985.47
30.21,-12.76,983.40
29.91,-14.10,982.36
31.49,-12.51,985.11
30.88,-13.37,984.01
30.58,-13.18,985.72
29.54,-13.00,982.91
29.85,-13.00,984.62
30.88,-12.88,982.36
29.17,-14.59,986.76
31.25,-12.51,983.76
31.01,-12.88,985.35
30.27,-15.26,985.05
29.72,-12.27,983.40
30.15,-13.43,984.07
29.97,-12.02,983.76
31.43,-13.55,985.96
30.33,-14.34,985.53
29.42,-13.85,983.34
29.24,-14.47,987.24
31.92,-13.06,985.60
30.64,-13.37,985.72
28.99,-13.31,984.19
30.40,-13.79,983.22
30.94,-13.31,983.52
28.26,-13.49,984.13
30.82,-11.90,984.01
29.85,-12.08,986.21
31.43,-13.00,985.72
29.54,-13.92,983.76
30.27,-13.37,986.15
30.27,-12.94,985.35
31.07,-12.51,985.17
31.74,-13.73,984.62
29.60,-13.79,986.21
30.64,-13.06,985.96
31.80,-14.28,982.79
31.62,-12.27,987.43
31.31,-14.77,985.53
29.91,-13.24,984.92
31.37,-11.41,983.58
30.82,-13.73,986.39
30.70,-12.63,984.62
30.46,-13.49,985.05
30.58,-12.76,982.73
31.13,-12.76,985.90
30.09,-13.79,984.92
29.85,-13.12,982.36
31.01,-14.04,984.68
31.43,-12.02,985.53
30.82,-13.67,985.60
31.92,-13.49,985.23
30.15,-12.88,984.50
30.64,-13.06,985.66
31.56,-13.31,985.72
32.47,-13.79,984.01
30.33,-13.55,983.76
30.76,-13.98,985.84
30.70,-13.85,985.60
30.15,-14.04,986.39
30.15,-13.85,984.86
31.98,-13.61,984.80
31.56,-14.71,984.19
32.41,-13.92,982.79
31.98,-13.00,984.68
31.56,-11.96,984.74
28.63,-11.47,985.47
32.71,-14.53,985.05
29.91,-13.00,984.31
29.72,-15.32,984.92
32.17,-13.49,983.70
29.17,-13.79,985.11
31.43,-13.06,984.01
30.64,-11.60,985.23
31.01,-13.31,984.01
31.43,-12.08,984.50
31.07,-18.80,985.11
35.64,0.61,976.50
31.74,-12.45,982.73
30.58,-13.49,984.07
28.93,-20.69,984.86
32.71,-12.94,984.07
33.08,-6.04,983.15
31.92,-19.41,985.53
30.15,-13.31,982.54
32.10,-16.11,986.21
30.27,-9.28,984.19
31.62,-12.70,982.36
28.93,-14.65,983.03
32.17,-11.54,984.68
30.58,-10.62,984.74
33.39,-13.49,985.41
32.29,-15.56,985.17
29.17,-13.12,984.56
31.13,-14.10,984.37
30.09,-12.21,984.44
31.01,-13.00,986.02
27.04,-13.31,984.37
33.02,-13.85,984.80
31.07,-12.51,984.62
32.29,-14.22,984.44
28.81,-11.47,984.44
29.36,-12.94,984.92
30.94,-15.44,984.50
32.47,-14.28,983.64
31.13,-12.27,983.40
29.97,-12.08,981.51
33.02,-14.89,984.86
32.35,-13.73,984.74
30.40,-12.51,982.67
30.88,-14.59,983.89
31.31,-13.00,985.29
31.31,-12.21,984.80
29.85,-12.39,983.34
30.46,-11.96,988.89
32.29,-13.73,984.74
31.37,-14.77,985.66
30.27,-14.10,983.40
28.38,-13.12,985.05
30.03,-15.01,985.66
30.27,-14.10,983.40
28.99,-11.11,984.01
30.03,-12.15,985.90
29.30,-13.98,981.87
30.82,-9.89,981.63
29.42,-17.09,985.41
31.01,-17.46,986.02
30.15,-9.09,984.13
32.90,-13.24,985.60
30.21,-11.90,983.89
30.70,-16.36,984.44
30.94,-12.27,984.62
32.53,-12.27,985.41
30.09,-12.15,986.33
30.70,-14.47,985.05
27.95,-14.04,984.62
31.01,-10.44,984.62
27.95,-13.37,983.89
27.71,-11.54,984.74
30.88,-13.00,985.66
34.97,-12.70,983.58
32.04,-10.74,984.01
30.52,-15.75,984.13
28.93,-12.27,981.99
29.91,-14.22,983.95
29.36,-13.00,984.56
31.74,-12.27,984.07
30.76,-13.67,969.42
30.09,-13.61,985.60
31.56,-11.54,985.53
32.84,-13.92,983.89
30.76,-14.53,985.41
30.52,-11.90,984.19
30.15,-12.63,983.95
31.74,-15.08,985.84
30.21,-12.45,983.95
30.09,-11.84,984.01
31.07,-12.02,982.60
31.07,-13.24,984.44
30.58,-13.00,983.58
29.85,-12.45,986.51
30.88,-13.79,983.95
30.88,-15.50,984.86
30.76,-12.88,984.80
29.54,-13.24,982.97
30.09,-13.61,982.42
31.86,-13.49,986.51
27.59,-13.98,986.39
31.31,-13.55,984.92
30.94,-12.70,984.25
29.91,-12.51,982.91
32.47,-13.37,983.46
30.09,-12.70,984.92
30.82,-10.86,986.69
31.25,-14.28,986.57
29.42,-13.31,982.97
30.09,-13.18,984.86
30.70,-13.31,985.47
31.56,-14.16,985.23
28.87,-14.40,985.47
30.88,-13.92,984.99
31.13,-14.95,985.29
31.49,-13.98,985.11
31.19,-12.57,983.15
29.60,-12.82,985.05
31.01,-11.96,986.27
30.88,-15.20,984.86
31.37,-14.04,985.90
31.68,-12.82,983.64
30.15,-13.06,985.11
29.42,-12.15,987.37
30.88,-13.61,986.45
31.49,-13.85,984.25
30.70,-13.61,986.39
32.23,-12.51,999.88
29.42,-12.02,985.11
31.49,-14.89,985.53
30.15,-13.79,985.23
30.03,-13.79,985.29
31.43,-13.06,985.78
30.15,-13.12,984.99
32.59,-14.34,984.50
30.58,-15.01,985.11
31.07,-13.61,985.72
30.64,-12.15,984.50
30.58,-13.06,985.72
31.86,-15.14,987.61
30.88,-15.14,985.66
31.01,-12.21,984.56
30.76,-13.61,984.44
29.85,-13.31,984.07
31.49,-13.55,984.25
30.94,-12.02,983.58
28.69,-11.54,983.89
30.27,-12.33,984.99
30.33,-14.83,985.35
31.56,-12.63,986.51
30.76,-14.89,984.74
30.40,-11.96,984.86
31.92,-12.82,985.96
30.03,-12.15,985.17
31.25,-13.06,983.89
31.62,-13.43,985.84
29.42,-14.04,985.29
28.93,-14.53,984.07
29.85,-10.50,983.52
30.15,-12.82,984.01
31.49,-13.55,985.66
30.52,-11.96,987.37
31.86,-13.12,984.25
31.56,-14.16,983.52
28.32,-15.26,983.83
31.68,-14.83,984.50
30.52,-12.70,984.62
31.13,-12.94,986.57
29.54,-14.65,984.07
31.56,-13.67,982.12
31.37,-13.73,984.80
31.43,-12.57,983.89
31.19,-12.08,982.97
30.33,-12.63,983.28
31.68,-14.77,985.72
31.13,-13.49,984.13
31.13,-13.67,986.08
31.13,-13.85,983.03
29.42,-13.49,983.28
30.52,-13.18,985.47
30.76,-14.28,985.35
29.05,-13.06,984.62
29.60,-12.76,982.97
28.93,-13.24,982.91
31.13,-13.12,985.72
30.21,-14.40,985.78
30.52,-11.78,985.60
31.01,-15.50,986.08
28.87,-12.45,983.83
31.86,-12.51,985.96
31.80,-13.37,984.25
30.88,-14.53,985.78
31.74,-13.49,986.39
31.19,-14.47,984.80
29.54,-15.26,984.74
28.81,-14.40,984.31
29.97,-12.39,984.19
29.48,-13.49,985.53
29.24,-13.31,986.76
30.40,-13.49,984.56
31.62,-13.00,985.47
32.17,-11.72,984.50
29.54,-13.24,985.17
30.70,-13.85,986.02
31.37,-12.88,982.18
30.76,-11.66,985.29
30.64,-11.60,984.62
32.10,-12.76,983.09
31.25,-11.17,985.60
29.30,-11.29,985.05
31.98,-13.49,984.74
30.58,-12.51,985.72
30.40,-13.12,986.02
30.40,-14.71,985.17
32.65,-10.86,986.15
29.85,-11.72,986.33
27.59,-13.24,982.18
30.64,-12.82,985.35
31.56,-12.57,985.84
31.56,-11.54,983.52
30.27,-14.71,983.58
30.40,-14.04,988.65
30.40,-12.63,984.19
30.64,-12.51,984.86
30.88,-11.66,985.05
31.49,-13.79,985.90
30.64,-13.31,985.78
31.98,-13.55,984.74
30.58,-13.00,984.13
31.74,-12.94,987.55
31.98,-15.26,984.01
30.94,-12.27,985.17
30.03,-14.16,985.35
32.04,-13.49,985.66
29.66,-13.37,984.56
31.49,-12.70,984.68
31.62,-14.47,984.37
30.76,-12.70,985.47
31.80,-15.50,987.12
32.53,-13.37,985.47
32.65,-13.92,983.95
30.21,-13.37,985.41
29.79,-13.61,983.52
30.52,-12.08,984.50
30.70,-12.02,983.76
31.98,-11.47,983.22
31.56,-14.65,984.80
31.62,-13.79,985.05
33.02,-16.05,983.28
32.23,-11.47,985.47
30.15,-13.31,987.43
31.01,-13.73,984.80
30.64,-15.14,985.90
32.90,-14.10,983.58
31.07,-12.15,986.21
30.09,-14.28,985.47
30.82,-13.12,985.35
30.82,-12.82,983.95
29.60,-13.92,982.60
31.25,-15.14,985.05
30.21,-11.60,985.96
32.65,-12.76,986.08
31.19,-11.54,984.44
30.21,-12.27,984.99
31.68,-12.82,983.95
29.66,-14.16,984.68
29.54,-13.49,985.05
30.40,-11.84,984.68
33.08,-11.72,986.02
30.40,-14.59,983.83
31.13,-13.06,983.40
29.54,-12.45,982.91
31.13,-13.12,984.86
29.11,-13.79,985.53
29.97,-13.43,985.53
31.49,-12.94,985.29
32.84,-14.10,985.78
31.68,-12.21,985.66
31.07,-13.31,985.66
31.49,-13.43,986.94
31.56,-13.79,985.11
30.82,-13.24,984.07
30.15,-13.98,982.73
29.36,-14.53,985.47
31.43,-13.61,985.35
29.36,-15.32,984.01
30.94,-12.45,984.99
31.37,-12.15,985.41
30.27,-12.82,984.31
30.27,-14.40,983.46
30.40,-11.90,986.82
29.97,-12.82,985.53
30.76,-12.08,983.58
29.30,-13.92,984.74
31.92,-12.94,983.83
31.98,-10.99,984.01
29.54,-13.31,982.73
31.43,-12.76,984.50
30.64,-10.99,985.47
30.03,-13.00,987.61
30.94,-14.16,984.68
31.31,-14.53,985.05
30.40,-13.49,986.02
29.72,-12.63,981.81
31.80,-11.11,983.70
30.82,-12.08,985.78
31.13,-14.16,986.39
29.97,-14.22,983.89
30.46,-13.37,984.31
28.93,-13.79,985.78
29.72,-13.00,985.96
30.64,-12.94,985.41
30.46,-12.94,986.69
29.48,-13.85,985.47
30.58,-13.18,985.60
30.21,-13.92,986.45
31.80,-13.12,984.56
28.81,-14.22,986.39
31.25,-14.10,985.41
31.49,-14.65,983.03
30.82,-13.85,983.34
29.97,-13.06,983.76
29.72,-12.94,982.97
31.07,-13.67,982.36
31.43,-14.28,983.58
30.88,-13.92,985.05
31.07,-14.40,984.31
30.88,-14.16,985.60
31.43,-13.61,982.91
29.24,-14.28,983.76
30.46,-13.12,985.96
32.04,-12.82,984.92
30.76,-13.24,984.25
31.31,-15.44,984.07
30.15,-13.73,982.73
31.56,-13.98,985.17
30.70,-13.24,984.68
31.98,-15.44,986.51
29.42,-13.55,985.29
30.94,-14.71,984.25
30.33,-13.06,983.70
30.76,-13.43,985.60
28.69,-14.47,982.60
32.59,-14.83,985.41
31.19,-13.49,984.25
29.79,-11.66,985.78
29.42,-13.55,986.69
30.58,-12.88,984.62
31.07,-13.49,985.90
31.19,-12.70,982.60
29.36,-15.69,985.53
30.58,-15.08,985.47
30.82,-12.39,984.74
30.76,-13.49,986.02
30.09,-13.18,984.92
30.33,-13.55,983.34
31.25,-13.00,983.83
31.25,-12.51,984.07
30.58,-12.63,985.66
30.15,-12.51,985.41
30.33,-13.79,986.21
31.07,-13.79,985.72
30.27,-13.79,985.78
32.59,-14.04,985.72
31.01,-13.67,983.03
31.31,-12.88,985.47
30.88,-13.24,984.99
30.82,-13.55,983.64
31.19,-12.76,985.35
30.09,-12.76,984.13
29.91,-13.55,986.51
30.46,-14.47,986.63
30.21,-12.02,986.27
30.21,-12.15,984.80
31.62,-13.55,983.64
30.70,-15.50,986.57
28.93,-13.73,983.09
30.64,-14.10,984.99
30.94,-11.35,985.23
30.52,-14.04,984.50
30.46,-13.43,985.23
30.82,-13.24,983.15
27.65,-14.59,984.80
30.88,-12.33,985.05
31.62,-12.82,983.03
29.30,-11.96,970.46
29.60,-13.67,984.80
30.40,-13.18,984.25
30.76,-13.67,983.95
31.01,-13.18,985.60
30.03,-13.92,984.07
30.82,-13.43,983.64
30.82,-13.12,984.80
32.10,-12.27,983.89
29.54,-13.73,984.50
29.54,-12.94,982.73
29.91,-13.12,985.78
31.80,-13.24,984.80
29.66,-12.15,985.47
31.56,-13.00,984.37
32.04,-13.37,984.86
30.52,-14.04,984.44
31.43,-13.31,985.41
30.88,-14.28,984.74
29.79,-14.95,984.99
31.49,-12.94,987.43
31.80,-13.67,986.21
29.24,-13.49,985.17
29.48,-13.73,987.06
46.63,-13.55,984.01
30.03,-13.98,983.89
30.21,-12.82,985.96
30.76,-12.39,986.76
30.15,-13.61,984.74
29.66,-13.24,985.35
32.04,-15.14,983.95
30.09,-12.33,984.62
30.94,-13.49,983.03
30.40,-14.53,984.92
30.76,-12.33,986.45
30.15,-11.90,985.11
31.80,-13.92,984.68
32.90,-14.10,987.30
31.07,-15.50,983.52
30.52,-14.71,985.35
30.03,-13.37,984.19
29.91,-12.94,983.15
30.58,-12.08,984.31
30.52,-11.96,983.64
30.64,-12.45,984.13
29.54,-13.73,984.50
29.60,-13.00,985.47
31.56,-13.37,984.07
31.01,-13.06,983.28
30.52,-13.67,984.62
29.97,-12.63,986.82
29.24,-12.94,983.46
31.37,-12.76,982.73
31.49,-14.28,984.56
31.43,-13.37,985.05
31.31,-12.63,983.70
32.29,-12.51,985.41
30.58,-14.34,985.60
30.58,-11.05,986.08
32.23,-12.63,986.51
30.64,-12.88,982.85
29.60,-14.22,983.76
30.21,-13.12,982.12
29.91,-14.95,985.53
30.58,-12.39,987.12
28.56,-14.59,984.19
29.42,-14.22,985.05
30.15,-12.02,984.07
30.09,-14.16,986.33
30.09,-12.70,985.11
30.27,-13.55,984.62
30.27,-14.28,986.08
30.40,-12.82,984.74
29.60,-13.43,987.30
30.76,-13.73,982.85
31.37,-13.00,986.02
29.30,-11.60,985.96
28.87,-14.77,985.17
30.27,-13.12,985.47
28.08,-14.59,984.80
30.09,-13.73,985.11
32.23,-13.49,983.09
31.13,-14.04,985.53
29.97,-13.73,984.01
32.47,-14.22,983.76
29.17,-12.94,984.01
30.46,-13.24,985.90
30.21,-13.79,984.37
29.97,-14.89,982.79
30.88,-13.12,984.99
30.27,-14.16,984.68
30.88,-12.39,985.72
30.46,-14.83,985.41
30.88,-12.82,982.12
31.07,-12.27,984.56
32.59,-13.67,984.74
29.36,-13.92,984.13
30.88,-13.92,983.58
30.40,-13.79,982.48
29.36,-11.11,984.37
30.21,-13.31,984.01
31.74,-13.85,985.66
31.01,-12.45,984.80
31.01,-12.94,984.25
29.54,-11.84,986.33
31.01,-13.92,987.73
31.68,-12.76,983.70
30.46,-12.94,983.76
31.13,-13.00,985.05
31.19,-13.12,969.42
29.91,-13.85,982.79
30.21,-13.85,984.56
31.68,-14.28,986.69
30.64,-12.82,982.97
33.33,-12.02,987.85
31.07,-13.37,984.99
31.74,-15.26,985.35
30.46,-11.78,986.21
30.58,-12.51,982.36
30.52,-13.06,984.25
30.33,-13.49,985.41
31.13,-14.53,984.56
30.70,-13.06,982.73
32.84,-14.04,986.51
31.13,-12.76,986.02
29.85,-13.24,985.05
30.58,-11.54,984.86
32.96,-12.02,984.19
31.01,-14.95,983.15
33.02,-13.67,986.21
30.52,-14.16,985.29
29.85,-12.70,985.66
30.76,-12.70,982.60
33.08,-12.21,983.76
30.76,-12.51,983.83
30.94,-11.96,983.95
31.01,-14.28,984.44
29.11,-14.71,986.51
29.79,-12.63,985.35
29.60,-13.67,984.07
31.31,-11.11,987.00
31.25,-13.24,983.89
29.85,-11.05,984.01
30.03,-13.98,984.19
31.74,-12.76,984.44
30.21,-12.02,984.19
31.37,-13.55,985.05
28.26,-13.06,981.51
29.05,-12.94,984.56
32.29,-12.63,985.78
30.70,-12.39,984.68
31.92,-12.21,985.29
29.60,-12.76,985.29
31.92,-15.50,983.70
30.15,-12.08,984.62
30.33,-13.55,986.15
32.04,-14.22,983.28
31.37,-14.40,984.19
29.79,-13.61,984.19
29.42,-12.82,984.99
30.15,-13.00,983.64
32.71,-14.22,984.07
29.48,-12.33,984.07
31.31,-12.33,985.11
30.15,-12.63,984.56
30.70,-14.77,985.53
29.24,-13.06,987.49
28.26,-15.20,984.13
30.21,-12.02,985.53
30.15,-14.53,985.35
30.64,-13.79,983.52
29.85,-13.06,981.93
30.21,-14.04,985.84
29.66,-13.49,982.48
29.54,-13.18,985.17
29.60,-14.83,983.89
30.09,-14.10,984.92
31.49,-14.10,983.40
31.68,-13.79,984.56
31.25,-14.71,983.03
30.09,-13.55,984.25
30.27,-13.55,982.79
31.86,-13.85,987.37
30.58,-13.67,984.44
31.92,-13.49,983.95
29.72,-12.33,984.01
31.13,-12.70,985.96
29.91,-14.89,969.06
31.25,-11.72,985.41
30.82,-12.82,985.53
33.14,-13.61,984.99
28.93,-12.21,984.74
30.52,-13.00,984.07
30.40,-12.94,985.60
29.91,-14.10,984.07
30.76,-12.27,984.31
30.82,-11.84,984.99
30.64,-13.12,984.80
28.44,-13.67,984.31
30.94,-13.61,985.11
30.27,-11.90,985.53
29.79,-10.99,985.41
31.68,-14.53,983.76
30.40,-13.43,985.72
31.07,-13.43,984.01
30.70,-14.34,986.51
29.91,-15.20,983.46
31.19,-14.10,984.44
30.27,-11.35,984.80
28.63,-15.26,985.78
28.93,-12.94,983.89
32.65,-14.22,984.44
32.10,-11.60,983.15
30.09,-12.45,984.99
30.21,-15.69,983.40
32.23,-13.79,986.27
30.33,-14.10,985.05
30.94,-11.41,983.58
30.21,-13.49,984.50
31.74,-13.24,984.50
30.46,-14.16,984.44
31.49,-13.06,985.53
31.31,-13.98,985.53
30.15,-15.26,983.09
31.62,-11.84,986.02
31.19,-12.02,984.13
29.48,-11.78,984.99
31.01,-13.24,984.92
29.97,-15.20,984.13
29.72,-12.08,986.33
30.03,-13.61,987.18
30.88,-12.76,984.07
29.72,-13.18,983.15
29.85,-13.00,986.57
32.04,-10.31,983.83
29.48,-12.33,985.72
30.52,-14.28,985.60
30.88,-13.67,985.17
30.09,-11.66,984.99
32.35,-11.47,983.76
30.33,-13.24,985.29
32.23,-14.47,985.47
29.54,-13.43,986.63
31.31,-13.43,985.53
31.19,-12.33,984.68
30.58,-13.00,982.79
30.58,-14.22,985.53
29.79,-13.85,984.68
29.72,-13.00,985.23
31.13,-15.08,983.03
29.36,-13.92,985.35
31.07,-13.67,984.86
30.46,-13.43,984.37
31.19,-11.96,984.31
28.69,-11.72,985.78
31.25,-12.94,982.30
30.88,-12.33,985.41
30.58,-13.12,984.50
31.07,-14.22,985.53
30.64,-15.26,984.37
29.05,-13.37,985.41
30.82,-12.82,982.97
29.30,-11.72,983.58
31.56,-12.02,983.46
28.50,-13.00,983.46
29.85,-13.92,998.96
30.21,-13.85,984.44
30.82,-13.00,985.66
31.43,-13.06,984.25
31.92,-15.38,984.80
29.17,-12.70,984.62
31.07,-13.06,984.92
32.96,-13.31,986.69
31.13,-14.22,983.09
31.62,-14.34,982.67
29.36,-12.63,984.99
30.46,-13.61,983.64
31.74,-14.53,983.64
30.40,-15.08,986.27
32.47,-12.02,984.50
31.49,-13.43,986.21
31.56,-12.02,985.72
29.60,-13.79,986.08
31.68,-13.79,983.70
31.98,-13.37,986.33
32.47,-14.04,986.02
29.91,-11.90,984.25
29.85,-13.12,985.11
31.68,-11.96,986.69
32.04,-13.06,983.46
29.91,-12.82,983.46
31.07,-13.49,984.31
30.46,-13.92,984.56
32.10,-13.31,984.07
30.88,-12.63,985.29
30.52,-13.31,983.40
29.54,-13.43,984.92
32.65,-10.99,984.44
30.88,-13.24,983.83
28.75,-11.29,984.68
30.33,-14.65,984.74
30.33,-12.94,986.27
31.31,-12.15,982.79
29.54,-12.15,985.90
31.19,-15.14,981.87
30.46,-14.59,985.60
29.79,-12.70,984.50
30.27,-11.90,982.60
31.25,-16.30,983.83
32.04,-15.69,984.86
29.42,-12.08,985.47
30.70,-11.96,984.07
31.62,-12.94,984.56
29.97,-12.88,983.70
31.19,-11.17,985.60
31.62,-13.49,982.60
31.25,-12.45,984.13
33.08,-13.55,982.30
29.36,-14.53,984.68
30.76,-12.70,984.50
30.21,-12.70,982.30
30.03,-13.92,984.56
31.25,-13.31,982.36
29.79,-10.99,984.62
31.98,-15.69,985.11
29.54,-12.88,985.53
28.93,-13.24,984.50
31.31,-14.71,983.46
31.01,-14.59,984.80
30.76,-14.10,985.23
31.49,-11.78,986.45
29.91,-14.77,982.73
28.87,-12.94,982.60
32.23,-12.82,985.17
31.56,-13.85,984.92
31.31,-14.28,987.49
31.19,-14.59,985.23
30.76,-14.10,986.02
30.27,-14.34,987.49
31.68,-12.39,984.74
30.46,-12.76,984.99
30.15,-13.92,985.84
29.97,-11.90,983.83
31.31,-13.85,986.08
30.82,-13.43,984.62
30.88,-13.49,984.74
31.49,-12.70,985.11
31.19,-14.04,986.02
32.23,-15.44,984.07
